,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
10,-0.10737245,0.1456294,0.2254244,-0.10370189,0.09148532,-0.088713944,0.08781065,-0.0917427,-0.11236663,-0.15419446,-0.1408574,-0.024373896,-0.11666325,0.10964856,0.13277443,0.084647395,-0.13812344,-0.07143923,0.090101555,-0.013120949,-0.008116074,-0.12125672,-0.09235279,-0.0067140833,-0.054589257,-0.13533843,-0.20469303,-0.054693468,-0.041079156,-0.017035915,0.027405832,-0.054445557,0.07991243,0.03829354,0.031686585,-0.1277185,-0.20848396,0.24004754,-0.13278136,0.038375653,-0.0535863,-0.24775243,-0.087921605,0.089597985,0.15436435,0.034651343,0.051512126,0.058611207,0.21097204,0.1425901,0.21497193,0.17127007,-0.15744019,0.12770651,-0.22943062,0.089079894,0.04340989,-0.039289474,0.16683288,-0.0048287064,0.10168844,0.012775436,0.04794763,-0.18928224
11,-0.04798329,0.23162167,0.16179766,0.039181218,0.1348819,-0.06765626,0.031556983,-0.1699416,-0.14247978,-0.20528017,-0.08994584,0.05950062,-0.22659664,-0.10353156,0.24294014,0.36321738,-0.10512702,-0.07278959,0.08396524,-0.030543871,-0.035459347,-0.2936674,-0.1339973,0.0034776889,-0.14148088,-0.30830172,-0.18524952,-0.051613808,-0.05070599,0.021289837,-0.0011511669,0.09661894,0.059716217,0.121805914,0.09236148,-0.03949793,-0.088023745,0.012674443,0.06680954,-0.12734638,-0.14279124,-0.33038408,-0.18627575,0.12693068,0.12851101,0.12585065,0.08568582,0.09225923,0.21118519,0.15786308,0.098906115,0.19803861,0.027573932,0.02391278,-0.056445494,0.07317404,0.043159902,0.044919223,0.08832301,-0.09860433,0.3343183,0.29924548,0.12565827,-0.33821014
12,-0.02295832,0.14156742,0.34990862,-0.111527175,0.12440047,-0.2025301,0.21614295,-0.01578277,-0.03476373,-0.23219037,-0.24746701,0.007133499,-0.07971104,0.03788092,0.18926293,0.15530571,-0.09189517,0.030990742,0.14181098,-0.014897741,-0.09294466,-0.2361846,-0.09864167,0.086297676,-0.15433908,-0.16561505,-0.21970284,0.0032078624,-0.117133476,-0.08969774,0.0996936,0.07330941,-0.06409218,0.034526825,-0.044577405,-0.17098944,-0.13506581,0.14954078,-0.08378436,-0.011694886,-0.045940332,-0.25132477,-0.17239527,0.059550263,0.14986381,0.019440737,0.108351216,0.05359169,0.16821904,0.030186867,0.1377792,0.050952595,-0.13930088,0.00997044,-0.22966498,0.09609119,0.097479716,0.07616426,0.13108318,-0.12391671,0.2513107,0.21360701,0.13293406,-0.08801602
13,-0.098651566,0.13408372,0.22815819,-0.12616743,0.08412108,-0.09724207,0.09239194,-0.072473854,-0.08881861,-0.16218734,-0.15770097,-0.03562051,-0.09296933,0.12545884,0.13589294,0.04272172,-0.121403724,-0.08669463,0.09635627,-0.014552563,-0.007826634,-0.09559852,-0.09460137,-0.0039193034,-0.042005867,-0.13116175,-0.21682434,-0.03754881,-0.042877637,-0.023045482,0.036663055,-0.04316242,0.06268676,0.045748424,0.018883292,-0.122870415,-0.1932644,0.2326726,-0.14100152,0.051082276,-0.043271556,-0.209584,-0.06898137,0.06152522,0.15778741,0.010892574,0.04801785,0.0358062,0.18294871,0.13866037,0.18931574,0.1501789,-0.17970446,0.10127585,-0.24107924,0.1040339,0.064230256,-0.020762458,0.1573493,0.003482405,0.09716648,-0.015293866,0.05243782,-0.16388136
14,-0.034732684,0.021189824,-0.20807983,0.31951508,-0.17496856,0.28999564,-0.1718799,-0.28659123,0.029879391,0.05530733,0.100385465,0.27232817,-0.15787455,-0.30753517,0.15988937,0.31246793,-0.064251244,0.055041797,-0.19151223,-0.09396589,0.0051349774,-0.16633295,-0.118563436,-0.032639638,-0.058346972,-0.31541216,0.06979185,0.10199997,0.067587554,0.117942594,-0.09545021,0.23467043,0.033526056,0.04970118,0.1793795,-0.018147126,0.08723185,-0.43285763,0.28527573,-0.26671934,0.001272209,-0.1565004,0.0604575,-0.001699686,0.024078093,0.29557782,0.06096099,0.03722991,-0.011967681,-0.041761808,-0.17166823,-0.07306026,0.38218614,0.0023229346,0.28614414,-0.18753596,-0.097609356,0.097287044,-0.106129155,-0.0048380867,0.2372597,0.24122643,-0.06953086,-0.04260507
15,0.09494603,-0.2253651,-0.15832949,-0.019315537,-0.06307706,0.04205492,0.034500744,0.19738781,0.11865433,0.21492861,0.06888926,-0.07543269,0.16930486,0.068052195,-0.17764746,-0.20564124,0.19300973,0.07400004,-0.06983384,-0.004345931,-0.064857595,0.18909132,0.13292491,-0.013268091,0.042965256,0.28506204,0.16127664,0.011064608,0.12535255,-0.023506062,-0.0031801043,-0.1315392,-0.08961889,-0.08491619,-0.03889516,0.07165305,0.043102685,-0.021468192,-0.08994553,0.104146086,0.18454199,0.25328124,0.20718165,-0.08329346,-0.09545194,-0.07281132,-0.033808973,-0.07675493,-0.19873424,-0.085769646,-0.08721373,-0.19724028,-0.04400195,-0.04139855,0.044586413,-0.07460297,-0.13016675,-0.10122873,-0.07418038,0.06755493,-0.24579194,-0.21483815,-0.12612088,0.28704736
16,0.0005009156,-0.17151624,-0.23590685,0.04005051,-0.074385986,0.13566853,-0.12869114,0.09355967,0.06832365,0.25097162,0.13700226,-0.08627702,0.12543572,0.12918866,-0.170966,-0.20774299,0.07970471,-0.038445003,-0.11101263,-0.0559195,0.059827626,0.23735145,0.14960885,-0.0655469,0.11877852,0.19551116,0.1330587,0.003060989,0.13273254,0.0353428,-0.08425159,-0.1517292,0.06534838,-0.006180098,0.011908434,0.1252471,0.04213138,0.001959093,-0.12845063,0.124763064,0.16687578,0.2244182,0.25555575,-0.028176717,-0.063427985,-0.039656635,-0.06788899,-0.07239206,-0.1487233,0.029825032,-0.07093996,-0.09690456,-0.004178874,-0.007649906,0.049963303,-0.060296733,-0.10000075,-0.17419164,-0.03142605,0.1494075,-0.32309803,-0.27520767,-0.15852715,0.16732319
17,0.14916061,-0.20709407,-0.26518422,0.020566039,-0.10057342,0.06378861,0.0843948,0.09213476,0.097107895,0.099303216,0.11356589,0.034222744,0.0892244,-0.11069043,-0.115282096,-0.09491511,0.19312546,0.1252813,-0.0954704,0.023576748,-0.13986698,0.12902644,0.08090484,-0.022128075,0.023550507,0.21388406,0.16926216,-0.03922826,0.1251273,0.026562698,0.0039827926,0.013948491,-0.13428731,-0.03120577,0.070543796,0.018345997,0.079934806,-0.2705858,0.096514024,-0.0019093156,0.075320065,0.2023029,0.12874198,-0.15269172,-0.05644428,0.04250746,0.022237029,-0.008625563,-0.17305143,-0.10116393,-0.17808227,-0.26367182,0.041512866,-0.06964949,0.1322389,-0.13614427,-0.16259295,-0.044770673,-0.09486651,0.0026754998,-0.09640077,-0.0024058,-0.13314573,0.22979361
18,-0.036701653,0.0940749,0.35056353,-0.16030517,0.11103085,-0.22325033,0.20922378,0.044064358,-0.0069849174,-0.1670915,-0.2562799,-0.04740858,-0.0016926453,0.14110187,0.10942816,0.026021823,-0.07407308,0.03303439,0.1354325,-0.0039674565,-0.07031671,-0.1467313,-0.06517813,0.07280515,-0.12332755,-0.06120293,-0.18439588,0.00919158,-0.10929168,-0.10669366,0.100008175,-0.0231243,-0.05180433,-0.0061317184,-0.08256707,-0.1621692,-0.15888171,0.2555415,-0.17398094,0.067722864,0.026747119,-0.17293978,-0.11082734,0.044775985,0.122132026,-0.046634648,0.069143265,0.030462932,0.14149521,0.016511125,0.17006706,0.053160764,-0.21124092,0.037613846,-0.28299922,0.101146564,0.096093856,0.027174138,0.14380191,-0.07786714,0.1165772,0.056352682,0.09930319,-0.0052295877
19,0.021797191,-0.122886434,-0.30180177,0.19942626,-0.09387593,0.2652631,-0.1261644,-0.11732675,-0.009733286,0.09102069,0.14822301,0.17475173,-0.07917891,-0.19525865,-0.014650888,0.119137175,0.041301742,0.04351341,-0.1888082,-0.06380318,-0.052695177,0.008907817,-0.014382843,-0.0948486,0.008503132,-0.0010568304,0.07447697,-0.0261098,0.15252697,0.11518084,-0.060964797,0.09954333,0.011439957,0.06034112,0.16685243,-0.004529692,0.069680355,-0.33992136,0.1954537,-0.12875561,0.05370437,-0.043240108,0.12370442,-0.057702605,0.018412076,0.21162824,0.038962718,0.02058813,-0.04667063,0.03537727,-0.16497391,-0.20191142,0.2257337,0.06542521,0.19230393,-0.17255506,-0.23348965,-0.022685848,-0.050728854,0.0592042,0.016962666,0.0923623,-0.18448389,0.040599514
20,0.023455791,0.16743676,0.18650474,0.12075853,0.036904708,-0.06601752,0.05830521,-0.15635711,-0.0611133,-0.16522944,-0.11652821,0.15285061,-0.1561456,-0.23002279,0.26023287,0.41168645,-0.08569105,0.041201927,0.06306881,0.0406806,-0.0878926,-0.34099454,-0.20757817,0.07749981,-0.17129767,-0.34708473,-0.12863472,0.056846607,-0.15164253,-0.01938462,0.06693169,0.26720297,-0.055379167,0.028660905,0.018438596,-0.090209946,-0.028076427,-0.1454139,0.185211,-0.21523166,-0.17786969,-0.30708283,-0.2512023,0.06833536,0.07778082,0.13828556,0.049847443,0.048439186,0.118029244,-0.02422059,0.0069346987,0.10471785,0.14830692,-0.012973998,0.048977625,0.00431738,0.087917164,0.21391834,-0.048338894,-0.21027532,0.4627808,0.38656294,0.2049739,-0.22723557
21,0.0205548,-0.039647177,-0.14459394,0.26804584,-0.123142995,0.20604363,-0.041204877,-0.19026114,0.068260506,0.0492063,0.06704633,0.25812975,-0.09085696,-0.32832125,0.15656328,0.27497214,-0.0142368525,0.10700994,-0.20178404,-0.096113265,-0.06620731,-0.17325695,-0.10235447,-0.008794835,-0.084892005,-0.25946358,0.05383888,0.120033786,0.0693558,0.11441738,-0.034164585,0.28600433,-0.09876563,0.033531483,0.12534606,-0.051812917,0.099134535,-0.48516637,0.26224726,-0.21297133,0.050740276,-0.12792744,0.060149375,-0.039234113,0.014793396,0.27434063,0.06996058,0.0364257,-0.061839134,-0.07307337,-0.21391419,-0.20472103,0.33511224,-0.030815113,0.23200025,-0.23157866,-0.10260542,0.13054252,-0.12033825,-0.059141852,0.22508723,0.2921821,-0.062783375,0.038259007
22,0.14442329,-0.12498771,-0.25241926,0.11723232,-0.09503909,0.109052315,0.07477393,-0.024005251,0.07783302,0.010395734,0.121498704,0.1456734,-0.023396961,-0.27172393,0.024621613,0.08489337,0.11434237,0.12419019,-0.12940654,-0.01718165,-0.15965638,-0.018491834,-0.010796372,-0.004025003,-0.017799191,0.021681823,0.13014288,-0.018724248,0.10142537,0.08090735,0.0012730584,0.18147215,-0.1592406,0.022679195,0.11769438,-0.008780332,0.12430319,-0.4575281,0.24940446,-0.10145557,0.01152011,0.0571978,0.067705326,-0.15286496,-0.009616882,0.14274241,0.06174088,0.024873838,-0.13319285,-0.078629285,-0.24814683,-0.27212128,0.16641435,-0.094148204,0.20373578,-0.18693344,-0.14705862,0.07796621,-0.12652437,-0.053594463,0.10624656,0.22322929,-0.09875322,0.117681086
23,0.011024096,0.17816684,0.2661434,0.015218563,0.13247514,-0.117558464,0.17352536,-0.08842376,-0.05685631,-0.22886921,-0.17561337,0.09006903,-0.15472367,-0.14048946,0.28486994,0.3691428,-0.071448185,0.03466917,0.11038788,-0.0031476617,-0.1118293,-0.34937277,-0.13321611,0.12402557,-0.18557128,-0.291738,-0.19734582,0.009551346,-0.13409647,-0.062498078,0.09166391,0.1963022,-0.08399117,0.05235906,-0.020152293,-0.1308459,-0.05203941,-0.056825437,0.09708031,-0.13497888,-0.15805866,-0.30532104,-0.24170783,0.07005539,0.117540695,0.097173125,0.120318756,0.05899342,0.14940265,0.030228838,0.029558405,0.05686902,0.030022774,-0.07062626,-0.058700934,0.068243705,0.096582316,0.16541104,0.056601815,-0.19182816,0.41832966,0.41327015,0.18611115,-0.21252628
24,0.00030983426,-0.0027513579,-0.12168357,0.29769042,-0.16308871,0.22180887,-0.11394477,-0.21879709,0.06255526,0.03516496,0.06930387,0.26293588,-0.09686221,-0.34142518,0.18650514,0.31661713,-0.00072247535,0.10309482,-0.16360347,-0.08279072,-0.005594328,-0.18921547,-0.12400233,0.01893109,-0.09081197,-0.3059193,0.071910664,0.156053,0.034659307,0.082345374,-0.023651503,0.28849107,-0.0351756,0.017645339,0.13548222,-0.048032295,0.120074734,-0.4522025,0.30369258,-0.24278578,0.041082103,-0.12059602,0.031255595,-0.018957218,-0.0017140284,0.28060442,0.07088426,0.021471906,-0.05057299,-0.095613,-0.19704258,-0.16730721,0.36177757,-0.035641383,0.26395088,-0.2022525,-0.083945476,0.15186338,-0.116210714,-0.038344935,0.26216736,0.27575916,-0.04089913,0.041357927
25,-0.03324532,0.07077275,0.12626097,-0.17539279,0.12206939,-0.15709518,0.0027199779,0.111171365,-0.07450342,-0.055877544,-0.04591165,-0.15644902,-0.0016274825,0.19175473,-0.08823479,-0.13721386,-0.008112289,-0.07955097,0.13386331,0.0452967,0.07157964,0.04870455,0.06596222,0.032173663,0.05374068,0.102847494,-0.0375867,-0.06818584,-0.0606414,-0.05519958,0.017427485,-0.12808737,0.02877497,-0.038979597,-0.12784466,0.05989589,-0.047746148,0.29715455,-0.14861354,0.10054315,-0.0768324,0.033696838,-0.1135357,0.07574384,-0.005593382,-0.21227145,-0.08507076,-0.0036484897,0.062171396,0.06208346,0.12726301,0.17958184,-0.18150401,0.01587149,-0.111935765,0.16276601,0.10720175,-0.032410555,0.059502553,0.017818168,-0.10503289,-0.13767582,0.089355476,-0.11141311
26,-0.037100524,0.19000205,0.23700699,0.008079205,0.11783624,-0.067889184,0.1072647,-0.1554156,-0.10490389,-0.22027202,-0.10529566,0.09159358,-0.20937948,-0.13722764,0.24955963,0.34590158,-0.10009522,-0.034091204,0.09674333,-0.04243695,-0.068854965,-0.301354,-0.13041615,0.04327294,-0.16112526,-0.29718626,-0.18963349,-0.046307087,-0.08072489,-0.011202829,0.028448664,0.12662126,0.0051125214,0.10141576,0.050008,-0.108903274,-0.08312578,-0.036784418,0.11312529,-0.12303935,-0.1651866,-0.31442153,-0.21391529,0.10911317,0.120378636,0.11309527,0.12910466,0.06750834,0.1759339,0.11201395,0.08445306,0.15504451,0.0036263615,-0.005443886,-0.05709997,0.049387716,0.06647309,0.10236269,0.05843586,-0.12272669,0.3630171,0.32370967,0.14361215,-0.30391335
27,-0.025685564,0.043504566,0.34982342,-0.16237995,0.09274846,-0.23483852,0.20340382,0.09292057,0.022519153,-0.11943376,-0.2358689,-0.09249441,0.06405124,0.17072338,0.039218325,-0.07628464,-0.06701403,0.040836804,0.14084594,0.040588036,-0.042872332,-0.06789782,-0.05872879,0.09722224,-0.055962548,-0.013679132,-0.14661936,0.064349174,-0.119604774,-0.13326932,0.10414518,-0.04925202,-0.076969855,-0.06637804,-0.16086456,-0.14703467,-0.13917544,0.31200987,-0.18902326,0.102883495,0.0390034,-0.09952635,-0.09958051,0.024870008,0.05231165,-0.11483154,0.016004812,-0.011105776,0.07391004,-0.059926845,0.14941004,0.027956292,-0.19036964,0.022746276,-0.26717076,0.10748694,0.12911536,0.06444883,0.10960424,-0.0652649,0.041664936,-0.03220301,0.115590386,0.06915896
28,0.11283468,-0.12599482,-0.28471085,0.16520798,-0.12810415,0.2070327,0.018079013,-0.06445477,0.07035532,0.05956857,0.1592337,0.16356827,-0.0332341,-0.28354058,0.039105568,0.14460367,0.1125178,0.08873903,-0.14774475,-0.034859516,-0.12761372,-0.040925637,0.027461132,0.019266777,-0.027098678,-0.010215679,0.13879283,-0.032577366,0.10954588,0.089719124,-0.06092904,0.16381723,-0.08375977,0.037868842,0.13635492,-0.0031492338,0.13476957,-0.46349078,0.27026984,-0.12013489,-0.023896424,0.088030346,0.08060472,-0.11835689,-0.01960913,0.1803742,0.071363345,0.009420665,-0.13230261,-0.05367682,-0.23217481,-0.24382132,0.20363742,-0.101338744,0.2454603,-0.17998098,-0.14108169,0.04418964,-0.12065863,-0.025045872,0.09728049,0.23783714,-0.11827471,0.09101565
29,0.06966745,-0.14327195,-0.38339958,0.10544075,-0.13165492,0.23532577,-0.12271078,-0.059952527,-0.0014881045,0.097271845,0.22718386,0.09096979,-0.04339643,-0.17221338,-0.09097955,0.0024592057,0.12989116,0.013925418,-0.14666364,-0.035710998,-0.035808586,0.10984057,0.07305779,-0.0980487,0.037819892,0.12622665,0.15893112,-0.10265582,0.17474765,0.14630656,-0.09888906,0.018009407,0.05108773,0.06590824,0.20106432,0.070157334,0.09883583,-0.33485055,0.20579025,-0.07298229,0.008303493,0.15250081,0.14825703,-0.09178132,-0.027187228,0.15236461,0.03741547,0.004254656,-0.11278832,0.041705593,-0.1556268,-0.15484382,0.13725083,0.00059666485,0.22224987,-0.14244284,-0.21596804,-0.082325086,-0.08671374,0.08567068,-0.076105,0.011357568,-0.20901528,0.056056637
30,-0.07454819,0.123103864,0.18695855,-0.17507565,0.09489836,-0.14387691,0.019110933,0.038696244,-0.080394976,-0.06947571,-0.07842083,-0.13177125,0.0042301416,0.18125439,-0.0345604,-0.12241958,-0.085191004,-0.08057346,0.091137394,0.08750317,0.08567056,0.020094704,-0.029263075,-0.013306196,0.019519009,0.021801354,-0.08103135,-0.045986302,-0.096562766,-0.04077273,0.02670544,-0.1324656,0.04993031,-0.046677064,-0.09607693,-0.022779245,-0.085902676,0.33141372,-0.15214822,0.099240355,-0.05784817,-0.031660594,-0.09844378,0.07651225,0.011292525,-0.16416499,-0.08171931,0.025810126,0.1289089,0.05657367,0.18964401,0.23222737,-0.18429965,0.10330951,-0.17257598,0.14475489,0.13689636,-0.020784795,0.074958906,0.027355477,-0.06596926,-0.16662115,0.08996292,-0.13762471
31,0.012637609,0.1989931,0.19840972,0.078317896,0.09690113,-0.07560331,0.08915511,-0.14913204,-0.07790938,-0.18254218,-0.07234551,0.1002267,-0.17738095,-0.16208553,0.2930287,0.4027118,-0.0942121,-0.008877046,0.092051804,0.00094973296,-0.092137314,-0.33503187,-0.16204011,0.07820363,-0.19018862,-0.32863376,-0.16516818,-0.0066974387,-0.11924609,-0.027879348,0.037660062,0.19515365,0.006066002,0.07966463,0.047369912,-0.09431307,-0.04003914,-0.09730505,0.13113168,-0.15527292,-0.19969197,-0.3004165,-0.21357876,0.097509176,0.09207175,0.12563965,0.1040346,0.046380185,0.1329784,0.06543172,0.035658583,0.13045298,0.07874633,-0.05198991,-0.017827675,0.054791097,0.084955,0.1409505,0.010882294,-0.1608032,0.42523265,0.3671571,0.20215207,-0.2575681
